中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.138.241,443,192.9.138.241,US,San Jose,中转,3 ms,1688 Mbps,216064 kB/s
198.46.188.190,443,2a09:bac1:76c0:118::c7:9,US,Buffalo,隧道,70 ms,96 Mbps,12288 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,54 ms,378 Mbps,48435 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,7 ms,613 Mbps,78540 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,49 ms,176 Mbps,22528 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,20 ms,44 Mbps,5652 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,62 ms,707 Mbps,90521 kB/s
129.153.119.97,443,129.153.119.97,US,Los Angeles,中转,26 ms,89 Mbps,11468 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,25 ms,640 Mbps,82022 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,4 ms,36 Mbps,4703 kB/s
35.230.79.26,443,34.19.58.219,US,Seattle,隧道,26 ms,808 Mbps,103424 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,51 ms,1912 Mbps,244736 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,24 ms,644 Mbps,82534 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,34 ms,1472 Mbps,188416 kB/s
8.219.111.175,443,8.219.111.175,SG,Singapore,中转,170 ms,65 Mbps,8343 kB/s
152.67.249.123,443,152.67.249.123,US,San Jose,中转,53 ms,936 Mbps,119808 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,41 ms,936 Mbps,119808 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,172 ms,344 Mbps,44134 kB/s
35.197.23.75,443,34.19.58.219,US,Seattle,隧道,23 ms,888 Mbps,113664 kB/s
193.122.197.111,443,193.122.197.111,,colo.txt:Ashburn,中转,0 ms,250 Mbps,32051 kB/s
